sku;gtin;name;brand;price;tax;measureUnit
KAPCTC1UN;7898953017496;Carregador tipo C de Celular KAPBOM;KAPBOM;29.99;0;un
FIACFF1900UN;7896007912124;Caixa de Fosforo FIAT LUX Pinheiro; FIAT LUX;3.99;0;un
THRSB11UN;7896020470427;Super Bonde 1000 Three Bond;Three Bond;5.99;0;un
FANBEE5000G;7899776000054;Bonbinhas de Estalar Estalos de Salão;FANTASMANIA;3.99;0;kg
FLOPFF136UN;7896349400013;Palha de Fumo Flor do Norte;Flor do Norte;7;0;un
COPCBC50000G;7896008910112;Cartas de Baralho COPAG 139;COPAG;19.99;0;kg
ROTCRO10G;78944237;Cigarro Rothmans Of London;Rothmans ;10;0;g
CLACCC10G;78946606;Cigarro Classic Congo;Classic ;7;0;g
OUTCO10G;78937529;Cigarro OutBack;OutBack;0;0;g
FIRCLM10G;78942646;Cigarro L&M First Cut;First Cut;9.5;0;g
VILCVR10G;78947931;Cigarro Vila Rica;Vila Rica;6;0;g
OSCCC0G;78947900;Cigarro Classic;OSCAR;7;0;kg
GIFCG10G;78942462;Cigarro GIFT;GIFT;10;0;g
CHECCT10G;78947214;Cigarro Chestfied Terras Brasieliras;Chestfied ;9.5;0;g
HEICH010G;78947306;Cigarro Height 0800;Height ;8;0;g
DUNCD10G;78947467;Cigarro Dunhill;Dunhill;15;0;g
EIGCE10000G;78947245;Cigarro Eight; Eight;7;0;kg
PANCP10G;78946866;Cigarro Pandhora;Pandhora;6;0;g
CHECC10000G;78942660;Cigarro Chestfield;Chestfield;14.5;0;kg
ISATBC130G;;Toons Bolacha de Chocolate;Isabela;4.5;0;g
